채용공고명,회사명,마감일,자격면허,고용형태_근무형태,근무조건_지역,모집요강,모집직종,링크,회사 전화번호,담당자 전화번호
[신원동 통일로] 4등급 여자어르신 요양보호사 채용,신원복지센터,"채용시까지
(마감시간 : 24시)","필수
요양보호사","기간의 정함이 없는 근로계약(시간(선택)제)
주 5일 근무
(주 소정근로시간: 15시간)",경기도 고양시 덕양구 통일로493번안길 53-22 (신원동),"[신원동 통일로] 4등급 여자어르신 요양보호사 채용
* 신체, 정서, 가사, 일상
* 근무시간: 정오 12:00 ~ 15:00 (주 5일)
* 시급: 10,320원 (주휴수당, 연차수당 등 포함 시 13,500원)
* 지원 방법: 채용 담당자 통화 후 면접
** 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음",재가 요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJ20912606120006&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,02-381-8321,02-381-8321
★북구(호계동)_재가요양보호사 모집[중구청 일자리센터 채용대행]★,온정노인재가복지센터,"채용시까지
(마감시간 : 24시)","필수
요양보호사","기간의 정함이 없는 근로계약(시간(선택)제)
주 5일 근무
(주 소정근로시간: 15시간)","울산광역시 북구 동대11길 36 (호계동, 호계2단지주공아파트)","★북구(호계동)_재가요양보호사 모집★
-직무내용: 4등급 70대 여자 어르신 케어
-근무시간: 주 5~6일 09:00~12:00/월 24회
-급여조건: 시급 10,320원
-근무장소: 울산 북구 호계주공 2단지 아파트
-기타사항: 요양보호사 자격증[필수]
▶지원 희망하시는 분은 고용24 입사지원 및 중구일자리지원센터로 전화 문의 바랍니다.
☎ 052-290-3597
-------------------------
1) 서류합격자에게는 사업장에서 개별연락 드리며, 적합자 채용 시 조기 마감될 수 있습니다.
2) 실업급여 수급자의 형식적인 구직활동 확인 시 실업급여 담당자에게 통보되어 불이익을 받을 수 있으니 실제 지원의사(면접 및 취업의사) 있는 분만 지원바랍니다.",재가 요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJGF002606120001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,052-290-3597,052-290-3597
[중장년내일센터 채용대행] 구미푸르지오센트럴파크 아파트 미화원 모집,(주）제산,"채용시까지
(마감시간 : 24시)",관계없음,"기간의 정함이 있는 근로계약
주 6일 근무","경상북도 구미시 고아읍 신원대로 7-60, 관리사무소 (구미푸르지오센트럴파크)","▣ 주업무 : 아파트단지 내 청소업무
▣ 근무형태 : 주6일(평일 09:00-16:00/토 09:00-12:00)/ 점심시간 1시간)
▣ 근무기간 : 26.07.01.~26.12.31.(수습기간 3개월)
▣ 접수방법 : 고용24, 또는 채용대행담당자 전화접수(054-451-5519)",건물 청소원,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KEC0122606120001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"054-451-5519, 054-456-5520",054-451-5519
[ 다산동 ] 누구나돌봄서비스 / 할머님 주3일 3시간,"주식회사아가세(AGaSECO.,LTD)",2026.07.11 (토) 24:00,관계없음,"기간의 정함이 있는 근로계약
주 3일 근무","경기도 남양주시 가운로2길 28, 111동 (다산동, 남양주가운마을휴먼시아1단지)","- 가운마을휴먼시아1단지 할머님 누구나돌봄 케어도움
- 시급 13,000원 (10,320원+연차,주휴 수당 포함)
- 다리골절 / 가사지원 해 주실분
- ""가운마을휴먼시아1단지 할머님 돌봄"" 으로 문자주시면 연락드립니다.
- 문의 010-3067-6792",기타 사회복지 전문가 및 관련 종사원,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJKJ002606120005&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"010-3067-6792, 031-527-7721","010-3067-6792, 031-527-7721"
사랑나무재가복지센터 재가요양보호사 모집 (기장),사랑나무재가복지센터,"채용시까지
(마감시간 : 24시)","필수
요양보호사","기간의 정함이 없는 근로계약(시간(선택)제)
주 5일 근무
(주 소정근로시간: 15시간)",부산광역시 기장군 기장읍 차성로344번길 13 (한신아파트),"■ 사랑나무재가복지센터
ㅁ모집직종 : 재가요양보호사 1명 ( 대상자: 2등급, 25년생 여자어르신 /독거 )
ㅁ근무내용 : 부축도움(거동가능), 일반적인 재가요양보호사 업무
ㅁ근무장소 : 기장읍 한신아파트 거주
ㅁ근무시간 : 주5일, 2시간, 15:40~17:40
ㅁ급여사항 : 시급 10,320원(*수당포함 13,000원)
ㅁ자격사항 : 요양보호사자격증(필수), 건강검진결과지
ㅁ복리후생 : 4대보험, 퇴직금
ㅁ접수방법 : 전화 문의후 방문
ㅁ문의전화 : 010-8008-5508 (사랑나무재가복지센터)
*실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주 소정근로 시간이나 임금, 근무예정지등에 차이가 있을수 있습니다.",요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJBD002606120002&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,010-8008-5508,010-8008-5508
어르신들을 정성껏 케어해드릴 수 있는 요양보호사 선생님 모십니다,평온한요양원,"채용시까지
(마감시간 : 24시)","필수
요양보호사","기간의 정함이 없는 근로계약
주 5일 근무
(주 소정근로시간: 40시간)","경기도 안산시 단원구 초지로 116, 미강프라자 3층 301호 (초지동)","* 직무 : 요양보호사 - 어르신들의 생활 모든 것을 정성껏 케어해드리는 일
* 근무시간 : (퐁당당) 09:00 ~ 익일09:00
* 급여 : 2,345,220원 (야간+월차수당 포함) / 구정,추석,여름휴가비, 생일선물비 제공
* 경력자 우대
* 지원방법 : 전화 지원, 고용24 지원",요양보호사(노인요양사),https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJKP002606120006&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"010-8515-3832, 031-414-3833",휴대폰번호와 이메일은 로그인하셔야 조회가 가능합니다.
[경기 이천] 치킨대학 청소원 모집,주식회사 탑쉴드시스템,2026.08.10 (월) 24:00,관계없음,"기간의 정함이 있는 근로계약
주 5일 근무
(주 소정근로시간: 37시간)","경기도 이천시 마장면 서이천로528번길 191, 비비큐 치킨대학","건물 내부 청소, 연수원 청소 등 청소업무 일체
연수원 청소업무 경력자, 인근거주자, 차량소지자 우대","건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJ20832606120002&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"02-3273-7030, 02-3273-6030",02-3273-7030
"[신반포역, 래미안퍼스티지] 3등급 할머니 /13시~16시 /주3일/재가 요양보호사 모집",더그린 방문요양센터,"채용시까지
(마감시간 : 24시)","필수
요양보호사","기간의 정함이 없는 근로계약
주 3일 근무","서울특별시 서초구 반포대로 275, .. (반포동, 래미안퍼스티지아파트)","- 신반포역, 래미안퍼스티지 3등급 할머니 케어
- 지팡이나 보행기 도움으로 보행가능, 치매증상 없음
- 식사준비, 요리하기, 복약도움, 말벗, 청소, 빨래, 병원이동, 산책보조, 부축도움
- 근무시간 : 13:00~16:00( 근무시작 시간 협의 가능) /주3일근무
- 급 여 : 시급 10,320원 + 기타수당
- 지원 : 010-3898-6084",재가 요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAP002606120002&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"010-3898-6084, 02-448-5802",02-448-5802
[법원읍]5등급할머니 재가요양보호사 모집,청옥방문재가센터,"채용시까지
(마감시간 : 24시)","필수
요양보호사1급","기간의 정함이 없는 근로계약(시간(선택)제)
주 5일 근무
(주 소정근로시간: 15시간)","경기도 파주시 법원읍 자운서원로 30, .. (율곡아파트)","[법원읍]5등급할머니 재가요양보호사 모집
- 일상생활케어, 말벗, 이동시 부축도움
- 주5일 오전 6-9시
- 시급 10,320원+주휴수당포함(13,300원)
***** 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음.",재가 요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KEC0252606120002&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"031-953-7776, 031-953-7771",031-953-7776
방문요양보호사 모집,굿모닝재가센터,2026.07.11 (토) 24:00,"필수
요양보호사","기간의 정함이 없는 근로계약(시간(선택)제)
주 6일 근무
(주 소정근로시간: 18시간)",경기도 군포시 산본천로183번길 32 (산본동),"▶산본동 4등급할머니(독거)
-오전 09:00~12시 월24회
-교포분 우대",재가 요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJKP002606120004&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,031-481-5813,031-481-5813
(급구)인천 남동구 기한빌딩 미화원 구인,에이스시설관리주식회사,2026.08.08 (토) 24:00,관계없음,"기간의 정함이 있는 근로계약(시간(선택)제)
주 5일 근무
(주 소정근로시간: 10시간)","인천광역시 남동구 인주대로 596, 기한빌딩 (구월동)","○ 월~금 : 07:00~09:00(2시간)/ 토,일 휴무
○ 급여 :월 55만원
○ 근무지: 인천광역시 남동구 구월동 1126-7 기한빌딩","건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KEC0042606120001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,02-2653-8642,휴대폰번호와 이메일은 로그인하셔야 조회가 가능합니다.
[노들역] 래미안 트윈파크 아파트 미화반장 구인,주식회사 피누스이앤씨,"채용시까지
(마감시간 : 24시)",관계없음,"기간의 정함이 있는 근로계약(시간(선택)제)
주 6일 근무
(주 소정근로시간: 29시간)","서울특별시 동작구 노량진로23가길 23 (본동, 래미안 트윈파크)","[노들역] 래미안 트윈파크 아파트 미화반장 구인
- 아파트 공용부분 등 단지 내 청소 (신주없음)
- 월~금 08:00~14:30 (휴게12:00~13:00). 토요 격주근무 08:00~11:00 /주6일
- 월 1,868,640원","건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAM002606120002&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,010-5142-5229,휴대폰번호와 이메일은 로그인하셔야 조회가 가능합니다.
재가 요양보호사 모집 [진해 청안동 ],가가재가복지센터,2026.08.11 (화) 09:00,"필수
요양보호사","기간의 정함이 없는 근로계약(시간(선택)제)
주 6일 근무
(주 소정근로시간: 18시간)","경상남도 창원시 진해구 안청북로 39 (청안동, 풍림아파트)","재가 방문 요양
- 가사 지원, 식사 지원, 일상생활지원, 말 벗 등
- 4등급 할아버님(배우자 계심)",재가 요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJSP002606120002&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"055-225-3357, 055-225-4718",055-225-3357
재가 요양보호사 모집,예인재가장기요양센터,"채용시까지
(마감시간 : 24시)","필수
요양보호사1급","기간의 정함이 없는 근로계약(시간(선택)제)
주 3일 근무
(주 소정근로시간: 9시간)","인천광역시 미추홀구 경인로 203-12, . (도화동, 동아아파트)","* 4등급 할머니케어, 9시~12시 , 주3일근무(월수금)
- 일상생활케어
- 시급(기본시급10,320원 + 각수당포함) : 13,000원",재가 간병인,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJ21062606120005&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"01068041994, 01043881195, 03-3442-3432",휴대폰번호와 이메일은 로그인하셔야 조회가 가능합니다.
[반지동] 재가요양보호사,채움재가복지센터,"채용시까지
(마감시간 : 24시)","필수
요양보호사
우대
자동차운전면허","기간의 정함이 없는 근로계약(시간(선택)제)
주 5일 근무
(주 소정근로시간: 15시간)","경상남도 창원시 성산구 창원천로178번길 1, 인근주택 (반지동)","▶전화로 먼저 문의 주셔야 합니다◀
- 모집 : 요양보호사
- 채용인원 : 1명
- 대상 : 5등급 할아버지(60대)/독거
- 지역 : 반지동 어울림 운동장 인근 주택
- 근무 : 주5일 월~금 9:00~12:00 (월21회)
- 시급 : 10,030원 (포괄수당 : 13,000원)
- 신체 활동 지원, 가사 및 일상 생활 지원 등 일반적인 방문 요양 업무
**창원여성새로일하기센터에서 채용대행중입니다
문의는 055 283-3221 번으로 전화부탁드립니다.",요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KF10802606120003&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"055283-3221, 055-283-3221","055283-3221, 055-283-3221"
3등급할머니 재가요양보호사,하람재가노인복지센터,"채용시까지
(마감시간 : 24시)","필수
요양보호사","기간의 정함이 없는 근로계약(시간(선택)제)
주 6일 근무
(주 소정근로시간: 18시간)","경상남도 양산시 상북면 감결길 17, 1101호 (대우마리나아파트)","* 3등급 71세 할머니 케어
* 경상남도 양산시 상북면 감결길 17(대우마리나아파트)
* 신체지원,일상생활지원등
- 주5일근무 13:00~16:00(월,목,금,), 9::00~12:00/ 14:00~17:00(6시간근무,화요일), 토요일 9시~12시 근무
*화요일근무경우 오전오후 2시간 여유주고 시간 조율가능
- - 포괄시급 : 13,050원(시급: 10,320원+제수당포함)
* 지원을 희망하시는 분은 051-860-2926(부산시청일자리센터)으로 연락주시면 상세 안내해드립니다.
※ 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수있음.",재가 요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJ20282606120001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,051-860-2926,051-860-2926
요양보호사 구인,어르신 방문요양센터,"채용시까지
(마감시간 : 24시)","필수
요양보호사","기간의 정함이 없는 근로계약(시간(선택)제)
주 6일 근무
(주 소정근로시간: 18시간)","경기도 시흥시 동서로 1079-3, , (조남동, 장미2차아파트)","*3등급 할머니/독거
*시급:13,000원 (기본시급10,320원+주휴수당+연차수당포함)
*서비스내용: 신체도움, 일상가사 ,식사도움",재가 요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJKO002606120001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"031-310-4477, 031-402-9084",031-310-4477
보상나라 검수담당,(주) 금화,"채용시까지
(마감시간 : 24시)",관계없음,"기간의 정함이 있는 근로계약
주 5일 근무
(주 소정근로시간: 40시간)","서울특별시 용산구 한강대로 283-8, 금강토탈패션할인매장 (갈월동)","이커머스 단순 검수 담당
담당업무: 입고 검수 및 관리, 품질 등급 판별, 상품화 및 재고관리
*내국인구인노력기간 이후 고용허가제 대상 외국인 채용예정
근무시간:9시~18시/주5일40시간
근무형태: 근로계약(12개월, 만료후 상용직전환검토)
근무지:서울 용산 금강토탈패션할인매장
연봉 :3,000만원",품질관리 사무원(전기·전자·컴퓨터),https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KEC0912606120001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,02-3408-6412,02-3408-6412
